"227434002";"Mulberries (substance)";
"227435001";"Nectarine (substance)";
"227436000";"Olives (substance)";
"227438004";"Passion fruit (substance)";
"227441008";"Pomegranate (substance)";
"227444000";"Raspberries (substance)";
"227447007";"Sharon fruit (substance)";
"227449005";"Dried fruit (substance)";
"227451009";"Dried apple (substance)";
"227453007";"Currants (substance)";
"227462009";"Prunes (substance)";
"227463004";"Raisins (substance)";
"227493005";"Cashew nut (substance)";
"227500000";"Coconut milk (substance)";
"227501001";"Macadamia nut (substance)";
"227511008";"Pine nut (substance)";
"227512001";"Pistachio nut (substance)";
"227514000";"Pumpkin seed (substance)";
"227515004";"Quinoa (substance)";
"227519005";"Sauce (substance)";
"227536002";"Tomato sauce (substance)";
"227537006";"Soy sauce (substance)";
"227538001";"Pickle (substance)";
"227545001";"Salad dressing (substance)";
"227549007";"Mayonnaise (substance)";
"227556001";"Gravy mix (substance)";
"227565008";"Vinegar (substance)";
"227566009";"Soup (substance)";
"227575006";"Tinned cream of tomato soup (substance)";
"227592002";"Tortilla chips (substance)";
"227595000";"Jam and preserves (substance)";
"227598003";"Honey (substance)";
"227606003";"Molasses (substance)";
"227607007";"Candy (substance)";
"227620005";"Sugar candy (substance)";
"227622002";"Fruit gum (substance)";
"227623007";"Licorice candy (substance)";
"227625000";"Peppermint-containing candy (substance)";
"227631002";"Macaroni cheese (substance)";
"227651003";"Barbecued spare rib (substance)";
"227665001";"Meat pie (substance)";
"227682004";"Dessert (substance)";
"227708009";"Ice cream (substance)";
"227722009";"Jello (substance)";
"227757007";"Pizza (substance)";
"227788006";"Onion bhaji (substance)";
"227872003";"Guacamole (substance)";
"227932006";"Coleslaw (substance)";
"227983006";"Baby food (substance)";
"227990001";"Chinese food (substance)";
"228072002";"Sweet food (substance)";
"228083006";"Brilliant blue FCF (substance)";
"228085004";"Caramel (substance)";
"22836000";"Vegetable (substance)";
"22968009";"Sunset yellow FCF stain (substance)";
"229775001";"Apple flavor (substance)";
"229776000";"Orange flavor (substance)";
"229781009";"Mixed fruit flavor (substance)";
"229862008";"Syrup (substance)";
"229865005";"Maple syrup (substance)";
"229871004";"Icing (substance)";
"229887001";"Marshmallow (substance)";
"229890007";"Peppermint cream (substance)";
"229908005";"Pretzels (substance)";
"229932003";"Grapeseed oil (substance)";
"229936000";"Cornflour (substance)";
"229940009";"Rye flour (substance)";
"229941008";"Soya flour (substance)";
"229942001";"Millet flour (substance)";
"229944000";"Wheat flour (substance)";
"229968008";"Asian food (substance)";
"229970004";"Vietnamese food (substance)";
"230037009";"Mint - herb (substance)";
"230055000";"Brown sugar (substance)";
"23040000";"Vicia faba (organism)";
"23182003";"Cereal (substance)";
"2331003";"Carbohydrate (substance)";
"2338009";"Plant roots (substance)";
"24167004";"Fast green FCF stain (substance)";
"24515005";"Spice (substance)";
"255641001";"Caffeine (substance)";
"255864002";"Ethyl 4-hydroxybenzoate (substance)";
"256214007";"Chamomile extract (substance)";
"256306003";"Orange - fruit (substance)";
"256307007";"Banana (substance)";
"256313003";"Pineapple (substance)";
"256315005";"Grapefruit (substance)";
"256316006";"Tangerine (substance)";
"256317002";"Grapes (substance)";
"256318007";"Green bean (substance)";
"256319004";"Carrot (substance)";
"256325000";"Radish (substance)";
"256326004";"Celery (substance)";
"256329006";"Spinach (substance)";
"256331002";"Dill (substance)";
"256350002";"Almond (substance)";
"256351003";"Brazil nut (substance)";
"256352005";"Walnut - nut (substance)";
"256353000";"Hazelnut (substance)";
"256354006";"Bean (substance)";
"256355007";"Soya bean (substance)";
"256442007";"Egg yolk (substance)";
"256443002";"Egg white (substance)";
"260167008";"Sesame seed (substance)";
"260176001";"Kiwi fruit (substance)";
"260177005";"Melon (substance)";
"260179008";"Mango fruit (substance)";
"260184002";"Pea (substance)";
"260188004";"Chestnut (substance)";
"260189007";"Pecan nut (substance)";
"260204008";"Cotton seed (substance)";
"260205009";"Sunflower seed (substance)";
"261273007";"Acorn (substance)";
"26312007";"Lecithin (substance)";
"264295007";"Cow's milk protein (substance)";
"264322002";"Sugar - food (substance)";
"264331002";"Grain (substance)";
"264337003";"Seed (substance)";
"26951007";"Carya (organism)";
"27138006";"Saccharin (substance)";
"28230009";"Poultry (substance)";
"28421003";"Sorbic acid (substance)";
"28647000";"Meat (substance)";
"286860006";"Puffer fish (organism)";
"2869004";"Acetic acid (substance)";
"28942008";"Coconut oil (substance)";
"29263009";"Coffee (substance)";
"2976005";"Makaira indica (organism)";
"311492009";"Ingestible alcohol (substance)";
"31347007";"Licorice (substance)";
"31600008";"Prosopis juliflora (organism)";
"328568007";"Product containing sunflowerseed oil (medicinal product)";
"346544002";"Lactose intolerance food (product)";
"35748005";"Wine (substance)";
"3718001";"Cow's milk (substance)";
"373453009";"Nutritional supplement (substance)";
"373531009";"Gelatin (substance)";
"386988003";"Methyl salicylate (substance)";
"387319002";"Sodium bicarbonate (substance)";
"387390002";"Sodium chloride (substance)";
"387978008";"Superclass Osteichthyes (organism)";
"391737006";"Almond oil (substance)";
"400556009";"Product containing plant fiber (medicinal product)";
"406758004";"Bovine derived substance (substance)";
"406773003";"Fish derivative (substance)";
"410868001";"Product containing ethiodized oil (medicinal product)";
"411536006";"Food specific diagnostic allergen extract (product)";
"411625008";"Apium graveolens diagnostic allergen extract (product)";
"411653008";"Casein diagnostic allergen extract (product)";
"411667004";"Cocos nucifera diagnostic allergen extract (product)";
"411692001";"Fragaria vesca diagnostic allergen extract (product)";
"411696003";"Glycine max diagnostic allergen extract (product)";
"411716008";"Lycopersicon lycopersicum diagnostic allergen extract (product)";
"411717004";"Macadamia nut diagnostic allergen extract (product)";
"411755009";"Phoenix dactylifera diagnostic allergen extract (product)";
"412055004";"Apple pectin (substance)";
"412056003";"Lima beans (substance)";
"412060000";"Black pepper (substance)";
"412061001";"Blueberries (substance)";
"412062008";"Cantaloupe (substance)";
"412064009";"Corn syrup (substance)";
"412065005";"Squash (substance)";
"412067002";"Root beer (substance)";
"412068007";"Rye (substance)";
"412070003";"Vanilla (substance)";
"412071004";"Wheat (substance)";
"412113006";"Cayenne (substance)";
"412194001";"Green tea (substance)";
"412265001";"Passiflora incarnata extract (substance)";
"412305001";"Shark cartilage (substance)";
"412357001";"Corn (substance)";
"412413001";"Infant formula (product)";
"412429009";"Barley malt extract (substance)";
"412459004";"Iris germanica extract (substance)";
"412533000";"Wheat bran (substance)";
"412534006";"Yeast (substance)";
"412552006";"Vegetable oil (substance)";
"412601002";"Carob (substance)";
"414625009";"Lycopene (substance)";
"414983003";"Ovomucin (substance)";
"41573001";"Linseed oil (substance)";
"41685004";"Linum usitatissimum (organism)";
"417889008";"Arachis oil (substance)";
"41834005";"Olive oil (substance)";
"418504009";"Oat (substance)";
"418992009";"Sucralose (substance)";
"419420009";"Watermelon (substance)";
"419972009";"Allergy to shrimp (finding)";
"420823005";"Applesauce (substance)";
"420963005";"Amaranth (substance)";
"421556008";"Capsicum (substance)";
"421771005";"Family Lithodidae (organism)";
"422164008";"Sambucus (substance)";
"42437009";"Centropristis philadelphica (organism)";
"425433005";"Yeast cell extract (substance)";
"425898006";"Rebaudioside (substance)";
"42721002";"Beta vulgaris (organism)";
"44027008";"Seafood (substance)";
"442253006";"Saccharin sodium (substance)";
"442341000124109";"Swiss cheese (substance)";
"442381000124103";"Blue food coloring (substance)";
"442481000124107";"FD and C red 40 (substance)";
"442521000124107";"White pepper (substance)";
"442531000124105";"Honeydew melon (substance)";
"442541000124100";"Grits (substance)";
"442551000124103";"Blue cheese (substance)";
"442561000124101";"Venison (substance)";
"442571000124108";"Tree nut (substance)";
"442581000124106";"Tequila (substance)";
"442591000124109";"Arugula (substance)";
"442601000124101";"Collard greens (substance)";
"442621000124106";"Flounder (substance)";
"442681000124105";"Jalapeno pepper (substance)";
"442741000124105";"Sugar beet (substance)";
"442771000124102";"Pepperoni (substance)";
"442781000124104";"Olestra (substance)";
"442811000124102";"Eggnog (substance)";
"442851000124101";"Snow pea pod (substance)";
"442861000124104";"Ham (substance)";
"442891000124107";"Catsup (substance)";
"443661000124108";"Spelt (substance)";
"443721000124105";"Italian dressing (substance)";
"443751000124101";"Saffron - spice (substance)";
"443801000124108";"Khorasan wheat (substance)";
"443861000124109";"Rice product (substance)";
"443901000124102";"High fructose corn syrup (substance)";
"443951000124103";"Popsicle (substance)";
"443971000124108";"American cheese (substance)";
"443981000124106";"Pancake (substance)";
"444021000124105";"Egg substitute (substance)";
"444101000124101";"Wheat gluten (substance)";
"444111000124103";"Praline (substance)";
"444461000124108";"Caper (substance)";
"444471000124101";"Erythritol (substance)";
"445551000124106";"Smoked food (substance)";
"445561000124108";"Hickory smoked food (substance)";
"445571000124101";"Coffee bean (substance)";
"446273004";"Red food coloring (substance)";
"446274005";"Yellow food coloring (substance)";
"447591000124107";"Sea cucumber material (substance)";
"46329000";"Chocolate milk (substance)";
"47677002";"Orange oil (substance)";
"47703008";"Lactose (substance)";
"49652009";"Astrapogon stellatus (organism)";
"5007006";"Papain (substance)";
"50593009";"Casein (substance)";
"50825000";"Food coloring (substance)";
"51386004";"Food preservative (substance)";
"51905005";"Mustard (substance)";
"52283007";"Peppermint oil (substance)";
"53410008";"Beer (substance)";
"53511009";"Tropaeolin OO stain (substance)";
"54041009";"Safflower oil (substance)";
"54202003";"Oil of ginger (substance)";
"55946005";"Pectin (substance)";
"56903002";"Isurus oxyrinchus (organism)";
"57198007";"Lemon oil (substance)";
"57720001";"Anise oil (substance)";
"58202007";"Fructose (substance)";
"58732000";"Red wine (substance)";
"60352003";"Anthocyanin (substance)";
"608773004";"Vermouth (substance)";
"6249003";"Potassium metabisulfite (substance)";
"63045006";"Berry (substance)";
"63766005";"Flour (substance)";
"65426005";"Benzaldehyde (substance)";
"65592004";"Nutmeg oil (substance)";
"67324005";"Rice (substance)";
"67990004";"White wine (substance)";
"68644008";"Oncorhynchus nerka (organism)";
"69205001";"Agave (organism)";
"70118009";"Blighia sapida (organism)";
"70891004";"Humulus lupulus (organism)";
"710035004";"Star fruit (substance)";
"710040007";"Chili pepper (substance)";
"710041006";"Gorgonzola cheese (substance)";
"710158004";"Allergy to orris root (finding)";
"710179004";"Lupine seed (substance)";
"710226003";"Rose hip (substance)";
"710276001";"Unripe peppercorn seed (substance)";
"711611001";"Pudding (substance)";
"713648000";"Canola oil (substance)";
"72511004";"Fruit (substance)";
"72569005";"Pomatomus saltatrix (organism)";
"72630006";"Alces alces (organism)";
"73553009";"Rosemary oil (substance)";
"73892005";"Carmine stain (substance)";
"74242007";"Food starch (substance)";
"7434003";"Erythrosin B stain (substance)";
"75399008";"Citric acid (substance)";
"75505008";"Genus Tuber (organism)";
"75665004";"Monosodium glutamate (substance)";
"76920002";"Prunus serotina (organism)";
"77188000";"Mussel (organism)";
"7791007";"Soy protein (substance)";
"7852009";"Phaseolus lunatus (organism)";
"80033009";"Cichorium intybus (organism)";
"80237000";"Cocoa butter (substance)";
"80259003";"Food flavoring agent (substance)";
"80397000";"Allium cepa (organism)";
"82322007";"Oil of dill (substance)";
"82450006";"Cottonseed oil (substance)";
"83595008";"Goat's milk (substance)";
"8450009";"Oil of lemon grass (substance)";
"89707004";"Sesame oil (substance)";
"90580008";"Fish (organism)";
