;;;;;
"102866000";"Abnormal urine (finding)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"102876002";"Multigravida (finding)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"102891000";"Age-related cognitive decline (finding)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"102947004";"High risk sexual behavior (finding)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"10326007";"Coronary artery bypass with autogenous graft, three grafts (procedure)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"103262002";"Staring (finding)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"103276001";"Decreased hearing (finding)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"103716009";"Placement of stent (procedure)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"103735009";"Palliative care (regime/therapy)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"103736005";"History and physical examination, sports participation (procedure)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"103737001";"History and physical examination, pre-employment (procedure)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"103738006";"History and physical examination, immigration (procedure)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"103739003";"History and physical examination, occupation (procedure)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"103742009";"Renewal of prescription (procedure)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"103750000";"Sleep apnea assessment (procedure)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"10380004";"Crushing injury of finger (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"104285006";"Measurement of Helicobacter pylori antibody (procedure)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"104374007";"Hepatitis A virus antibody, total measurement (procedure)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"104733005";"Homocysteine measurement (procedure)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"10509002";"Acute bronchitis (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"1052239007";"Paresis of left vocal cord (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"1052240009";"Paresis of right vocal cord (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"10528009";"Lupus vulgaris (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"105376000";"Transesophageal echocardiography (procedure)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"105387008";"Holiday relief care of patient (regime/therapy)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"105419003";"Academic underachievement (finding)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"105480006";"Procedure declined by patient (situation)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"105485001";"Family tension (finding)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"1055001";"Stenosis of precerebral artery (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"105529008";"Lives alone (finding)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"105530003";"Living in residential institution (finding)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"105531004";"Housing unsatisfactory (finding)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"105593004";"Electrolyte imbalance (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"105629000";"Chlamydial infection (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"105969002";"Disorder of connective tissue (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"105995000";"Disorder of teeth AND/OR supporting structures (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"105997008";"Disorder of biliary tract (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"106002000";"Disorder associated with menstruation AND/OR menopause (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"106004004";"Hemorrhagic complication of pregnancy (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"106008001";"Delivery AND/OR maternal condition affecting management (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"106009009";"Fetal condition affecting obstetrical care of mother (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"10601006";"Pain in lower limb (finding)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"10677871000119101";"Localized swelling of abdominal wall (finding)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"10725009";"Benign hypertension (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"10743008";"Irritable bowel syndrome (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"107938000";"Small intestine excision (procedure)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"107963000";"Excision of liver (procedure)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"108022006";"Kidney excision (procedure)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"108034003";"Urinary bladder excision (procedure)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"108220007";"Evaluation AND/OR management - new patient (procedure)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"108224003";"Preventive patient evaluation (procedure)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"108241001";"Dialysis procedure (procedure)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"108365000";"Infection of skin (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"10847001";"Bronchoscopy (procedure)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"10849003";"Removal of foreign body (procedure)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"1085006";"Candidiasis of vulva (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"10850741000119108";"Accidental needle stick injury (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"10893003";"Tuberculous adenitis (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"109245003";"Cellulitis of periorbital region (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"109266006";"Melanoma in situ of skin (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"109269004";"Melanocytic nevus of face (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"109371002";"Overlapping malignant neoplasm of bronchus and lung (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"109385007";"Kaposi's sarcoma (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"109428005";"Perimembranous ventricular septal defect (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"109558001";"Dieulafoy's vascular malformation (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"109728009";"Defective dental restoration (finding)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"10981006";"Severe mixed bipolar I disorder with psychotic features (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"109841003";"Liver cell carcinoma (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"109843000";"Hepatoblastoma (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"109888004";"Lobular carcinoma in situ of breast (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"109889007";"Intraductal carcinoma in situ of breast (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"109894007";"Retained placenta (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"109913001";"Benign neoplasm of meninges (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"109914007";"Neoplasm of uncertain behavior of meninges (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"109957002";"Drug-induced purpura (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"109972003";"Follicular non-Hodgkin's lymphoma, large cell (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"109983007";"Monoclonal gammopathy (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"109989006";"Multiple myeloma (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"109992005";"Polycythemia vera (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"109994006";"Essential thrombocythemia (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"109995007";"Myelodysplastic syndrome (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"109996008";"Myelodysplastic syndrome: Refractory anemia, without ringed sideroblasts, without excess blasts (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"110004001";"Acute promyelocytic leukemia, FAB M3 (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"110005000";"Acute myelomonocytic leukemia, FAB M4 (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"110015006";"Injury of penis (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"110030002";"Concussion injury of brain (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"110265006";"Postoperative hemorrhage (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"110270004";"Sequela of infection caused by Human poliovirus (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"110359009";"Intellectual disability (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"110368006";"Decreased estrogen level (finding)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"110466009";"Pre-surgery evaluation (procedure)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"110483000";"Tobacco user (finding)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"11049006";"Cervical radiculitis (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"11092001";"Sinus tachycardia (finding)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"110979008";"Irritant contact dermatitis (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"11101003";"Percutaneous transluminal coronary angioplasty (procedure)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"111196000";"Dermatitis herpetiformis (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"111222003";"Derangement of medial meniscus (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"111224002";"Derangement of meniscus of knee joint (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"111227009";"Ankylosis of joint (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"111245009";"Compartment syndrome (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"111248006";"Diastasis of muscle (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"111255008";"Avascular necrosis of the capital femoral epiphysis (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"111266001";"Acquired scoliosis (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"111287006";"Tricuspid valve regurgitation (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"111293003";"Venous thrombosis (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"111347003";"Exostosis of jaw (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"111359004";"Diverticulitis of colon (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"111374002";"Pseudocyst of pancreas (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"111405003";"Ureteritis (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"111407006";"Hemolytic uremic syndrome (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"111411000";"Postoperative urethral stricture (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"111479008";"Organic mental disorder (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"111484002";"Undifferentiated schizophrenia (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"111485001";"Mixed bipolar I disorder in full remission (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"111489007";"Breathing-related sleep disorder (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"111496009";"Syringomyelia (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"111514006";"Pseudoexfoliation glaucoma (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"111516008";"Blurring of visual image (finding)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"111541001";"Benign paroxysmal positional vertigo (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"111550004";"Ovarian failure (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"111551000";"Testicular hypofunction (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"111566002";"Acquired hypothyroidism (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"111583006";"Leukocytosis (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"111591002";"Hypertrophy of adenoids (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"111593004";"Intracranial hemorrhage co-occurrent and due to closed fracture of vault of skull (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"111640008";"Closed fracture of radius (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"111653006";"Sprain of sacroiliac region (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"111744007";"Mechanical complication of internal orthopedic device (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"111762003";"Poisoning caused by antirheumatic (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"111843007";"Viral gastroenteritis (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"111853008";"Herpes simplex without complication (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"111859007";"Herpes zoster without complication (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"111975006";"Prolonged QT interval (finding)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"111985007";"Chronic abdominal pain (finding)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"112066009";"Absent renal function (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"112104007";"Localized pain (finding)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"11226001";"Fuchs' heterochromic cyclitis (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"11251000";"Irradiation cystitis (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"112746006";"Operative procedure on hand (procedure)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"112788002";"Operation on accessory sinus (procedure)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"112811009";"Closure of atrial septal defect (procedure)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"112828007";"Femoral-popliteal artery bypass graft (procedure)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"11296007";"Stenosis of trachea (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"113127005";"Kidney transplant evaluation (procedure)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"11314008";"Polyp of corpus uteri (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"11381005";"Acne (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"11387009";"Organic mental disorder caused by psychoactive substance (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"11422002";"Combined form of senile cataract (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"11429006";"Consultation (procedure)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"11437003";"Contusion of back (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"11441004";"Prostatism (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"1144279009";"Fitting of complete denture (procedure)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"1144805008";"Microscopic polyangiitis (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"1145003";"Developmental speech disorder (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"1145155005";"Lead and/or lead compound poisoning (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"1145402008";"Congenital macrocephaly (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"1145403003";"Macrocephaly (finding)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"11466000";"Cesarean section (procedure)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"11480007";"Idiopathic granulomatous interstitial nephropathy (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"1148567001";"Poisoning caused by sedative (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"1148649003";"Poisoning caused by opioid receptor agonist (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"1148757008";"Microcephaly (finding)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"1148758003";"Congenital microcephaly (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"1149222004";"Overdose (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"1149334009";"Acute intoxication (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"1149345007";"Excessive weight gain measured during pregnancy (finding)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"11530004";"Brittle diabetes mellitus (finding)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"11538006";"Quadriplegia (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"11543004";"Otosclerosis (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"1156014009";"Acquired deformity of hip joint (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"1156015005";"Acquired deformity of hip region (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"1156963006";"Myelopathy due to cervical spondylosis (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"1157257000";"Poisoning by hypnotic agent (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"115966001";"Occupational disorder (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"116028008";"Salpingo-oophorectomy (procedure)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"11612004";"Chorioamnionitis (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"116141005";"Abdominal hysterectomy (procedure)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"116143008";"Total abdominal hysterectomy (procedure)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"116144002";"Total abdominal hysterectomy with bilateral salpingo-oophorectomy (procedure)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"116224001";"Complication of procedure (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"116241004";"Pancreaticoduodenectomy (procedure)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"11625007";"Torus mandibularis (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"116288000";"Paralytic stroke (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"116289008";"Abdominal bloating (finding)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"1163215007";"Pressure injury (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"116339002";"Breast finding (finding)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"11654001";"Achilles tendinitis (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"116859006";"Transfusion of blood product (procedure)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"11687002";"Gestational diabetes mellitus (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"11791001";"Necrotizing vasculitis (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"1179398000";"Maternal perinatal infection (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"1179410005";"Perinatal infection of fetus and/or neonate (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"1179762006";"Malignant neoplasm of middle lobe of right lung (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"11816003";"Diet education (procedure)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"11836002";"Primary bacterial peritonitis (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"118442004";"Drainage of abscess (procedure)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"11851006";"Mitral valve disorder (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
"118599009";"Hodgkin's disease (disorder)";"SNOMEDCT";"2022-09";"2.16.840.1.113883.6.96";"FN"
